id_place,id_empleado,id_contrato,provincia,nombre,puesto,nacionalidad,fecha_in,fecha_out,fecha_end,jornada,motivo_baja,genero,fecha_nacimiento,email,nombre_contrato,work_place,supervisor,jefe,estado,edad,dias_empresa,años_empresa,tramo_empresa,tramo_edad,horas_contrato
800,984864.0,189,CACERES,Lucas Hodge,Equities trader,ESPAÑA,2021-10-04,2023-09-17,2023-09-17,100.0,Otros,Mujer,1973-03-02,carrie04@empresa.net,INDEFINIDO,,,,Activo,51.0,703,2.0,DE 2 A 3 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
3,984865.0,502,MADRID,Ashley Clements,Designer graphic,LIBIA (JAMAHRIYA ÁRABE),2021-10-07,2022-07-06,2022-07-06,62.5,Otros,Mujer,1999-01-28,davidsonmichael@example.net,CONTRATO TEMPORAL,Aaronfurt,John Jones,Kelsey Richardson,Salida,25.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
252,984866.0,289,LEON,Randall Webb,Designer graphic,ESPAÑA,2021-10-06,2023-09-17,2023-09-17,50.0,Otros,Mujer,1990-03-17,cmoore@empresa.com,INDEFINIDO,Jennifertown,Bradley Anderson,Catherine Walker MD,Activo,34.0,701,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
4,984868.0,502,MADRID,Tracy Munoz,Designer graphic,ESPAÑA,2021-10-07,2022-04-06,2022-04-06,75.0,Otros,Mujer,2000-06-21,rwagner@example.org,CONTRATO TEMPORAL,Lake Tracyhaven,John Jones,Kelsey Richardson,Salida,23.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
107,984869.0,402,BARCELONA,Jeffery Yang,Special effects artist,ESPAÑA,2021-10-11,2021-11-02,2022-04-10,100.0,Fin de contrato temporal,Hombre,1981-12-18,john21@empresa.org,CONTRATO TEMPORAL,Barbaraburgh,Darren Clark,James Moran,Salida,42.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
3,984870.0,289,MADRID,James Knox,Designer graphic,ESPAÑA,2021-10-07,2022-11-01,2023-09-17,75.0,Baja voluntaria del trabajador,Mujer,1996-10-28,ronald12@example.org,INDEFINIDO,Aaronfurt,John Jones,Kelsey Richardson,Salida,27.0,700,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
164,984872.0,502,VALENCIA,Carl Mathis,Designer graphic,REPÚBLICA DE MOLDAVIA,2021-10-08,2022-06-21,2022-10-07,95.0,Baja voluntaria del trabajador,Mujer,2001-04-21,james76@empresa.com,CONTRATO TEMPORAL,South Courtney,James Fletcher,Kelsey Richardson,Salida,22.0,359,1.0,DE 1 A 2 AÑOS,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
47,984873.0,200,MADRID,Sharon Hughes,Designer graphic,ESPAÑA,2021-10-11,2023-09-17,2023-09-17,90.0,Otros,Mujer,1995-08-02,jessemarquez@example.org,INDEFINIDO,Lauriefort,Todd Duarte,Catherine Walker MD,Activo,28.0,696,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
205,984874.0,502,MADRID,Jesse Spence,Designer graphic,VENEZUELA,2021-10-11,2022-01-31,2022-04-10,97.5,Despido del trabajador,Mujer,1996-04-04,aaron08@empresa.org,CONTRATO TEMPORAL,,,,Salida,27.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
177,984875.0,501,JAEN,Whitney Wheeler,Designer graphic,ESPAÑA,2021-10-13,2021-11-12,2022-01-12,57.5,Fin de contrato temporal,Mujer,1996-12-23,alexanderharper@empresa.org,CONTRATO TEMPORAL,North Norman,Ashley Galloway,Kelsey Richardson,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
284,984876.0,502,VALENCIA,Lisa Jackson,Designer graphic,ESPAÑA,2021-10-11,2021-10-14,2022-04-10,75.0,Fin de contrato temporal,Mujer,1986-10-29,davisjesse@empresa.org,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,37.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
239,984877.0,502,BARCELONA,Isaac Jones,Designer graphic,ESPAÑA,2021-10-11,2022-01-10,2022-01-10,75.0,Otros,Mujer,1997-12-20,joshua57@empresa.net,CONTRATO TEMPORAL,East Jacob,Darren Clark,James Moran,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
107,984878.0,402,BARCELONA,Eileen Owens,Special effects artist,ITALIA,2021-10-11,2022-03-31,2022-04-10,100.0,Baja voluntaria del trabajador,Hombre,1989-03-16,kathleen75@empresa.net,CONTRATO TEMPORAL,Barbaraburgh,Darren Clark,James Moran,Salida,35.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
4,984879.0,502,MADRID,Adrian Sawyer,Designer graphic,ESPAÑA,2021-10-08,2021-12-03,2022-04-07,90.0,Baja voluntaria del trabajador,Hombre,1997-02-20,xmoore@example.com,CONTRATO TEMPORAL,Lake Tracyhaven,John Jones,Kelsey Richardson,Salida,27.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
244,984880.0,501,SEVILLA,Steven Robles,Designer graphic,ESPAÑA,2021-10-15,2022-10-14,2022-10-14,50.0,Otros,Mujer,1995-09-17,lori86@empresa.com,CONTRATO TEMPORAL,Cindyfurt,Laura Gutierrez,Danielle Kim,Salida,28.0,359,1.0,DE 1 A 2 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
221,984881.0,502,ASTURIAS,Sandra Bush,Designer graphic,ESPAÑA,2021-10-13,2022-01-12,2022-01-12,80.0,Otros,Mujer,1995-08-27,megansteele@empresa.com,CONTRATO TEMPORAL,New Stephaniemouth,Terri Jimenez DVM,James Moran,Salida,28.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
38,984882.0,502,BARCELONA,Joe Fisher,Designer graphic,ESPAÑA,2021-10-11,2021-11-09,2022-01-10,75.0,Baja voluntaria del trabajador,Hombre,2000-12-31,sandrajohnson@example.org,CONTRATO TEMPORAL,South Katrinafort,William Cole,James Moran,Salida,23.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
284,984883.0,402,VALENCIA,Richard Vaughn,Designer graphic,ESPAÑA,2021-10-11,2022-04-10,2022-04-10,75.0,Otros,Hombre,1998-02-09,mccannanthony@empresa.org,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,26.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
105,984884.0,502,BARCELONA,Scott Lambert,Designer graphic,ESPAÑA,2021-10-11,2022-04-10,2022-04-10,30.0,Otros,Mujer,1989-04-04,amy01@empresa.net,CONTRATO TEMPORAL,North Nicole,Darren Clark,James Moran,Salida,34.0,179,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
284,984885.0,502,VALENCIA,Linda Martinez,Designer graphic,ESPAÑA,2021-10-11,2021-10-26,2022-04-10,75.0,Baja voluntaria del trabajador,Mujer,1990-12-14,williamlopez@empresa.com,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,33.0,179,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
284,984886.0,502,VALENCIA,Jason Pope,Designer graphic,ESPAÑA,2021-10-11,2022-04-10,2022-04-10,30.0,Otros,Mujer,1999-09-09,pennyrivas@empresa.net,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,24.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
284,984887.0,200,VALENCIA,Anne Bradley,Designer graphic,ESPAÑA,2022-10-01,2023-01-10,2023-01-10,50.0,Baja voluntaria del trabajador,Mujer,1999-11-15,kmedina@example.org,INDEFINIDO,South James,James Fletcher,Kelsey Richardson,Salida,24.0,99,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
171,984888.0,502,MURCIA,Leslie Chen,Designer graphic,ESPAÑA,2021-10-14,2021-11-22,2022-01-13,60.0,Baja voluntaria del trabajador,Mujer,1990-01-10,curtisshelley@empresa.com,CONTRATO TEMPORAL,East Eugeneton,Sara Parks,Kelsey Richardson,Salida,34.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
284,984889.0,502,VALENCIA,Christopher Wells,Designer graphic,ESPAÑA,2021-10-11,2021-11-11,2022-04-10,75.0,Baja voluntaria del trabajador,Mujer,1996-02-28,tylersullivan@empresa.org,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,28.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
239,984890.0,502,BARCELONA,Kari Gutierrez,Designer graphic,ESPAÑA,2021-10-08,2022-01-07,2022-01-07,62.5,Otros,Mujer,2000-03-20,mary90@empresa.com,CONTRATO TEMPORAL,East Jacob,Darren Clark,James Moran,Salida,23.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 20 A 30 HORAS
239,984891.0,502,BARCELONA,Jenna Smith,Designer graphic,ESPAÑA,2021-10-08,2021-12-15,2022-01-07,87.5,Baja voluntaria del trabajador,Mujer,1993-04-04,lopezrebekah@empresa.net,CONTRATO TEMPORAL,East Jacob,Darren Clark,James Moran,Salida,30.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
62,984893.0,502,VALENCIA,Miranda Salazar,Designer graphic,ESPAÑA,2021-10-12,2021-11-04,2021-12-11,70.0,Fin de contrato temporal,Hombre,1989-04-19,grantchapman@example.net,CONTRATO TEMPORAL,West Linda,James Fletcher,Kelsey Richardson,Salida,34.0,59,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
284,984894.0,502,VALENCIA,David Heath,Designer graphic,ESPAÑA,2021-10-11,2022-01-09,2022-04-10,75.0,Baja voluntaria del trabajador,Mujer,2002-07-12,bford@empresa.com,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,21.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
239,984895.0,402,BARCELONA,Daniel Wood,Designer graphic,ESPAÑA,2021-10-10,2021-11-30,2022-01-09,100.0,Baja voluntaria del trabajador,Mujer,1998-02-14,williambanks@empresa.net,CONTRATO TEMPORAL,East Jacob,Darren Clark,James Moran,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
285,984896.0,401,CADIZ,Katherine Molina,Special effects artist,ESPAÑA,2021-10-11,2022-11-23,2023-04-10,100.0,Baja voluntaria del trabajador,Mujer,1993-12-08,paul54@empresa.com,CONTRATO TEMPORAL,West Richard,Nicole Allen,Danielle Kim,Salida,30.0,539,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
239,984897.0,502,BARCELONA,Javier Gregory,Designer graphic,ESPAÑA,2021-10-08,2021-11-07,2022-01-07,62.5,Fin de contrato temporal,Mujer,2002-05-08,brianreilly@empresa.org,CONTRATO TEMPORAL,East Jacob,Darren Clark,James Moran,Salida,21.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 20 A 30 HORAS
189,984898.0,502,ASTURIAS,John Wilson,Designer graphic,ESPAÑA,2022-12-11,2023-01-10,2023-01-10,67.5,Otros,Mujer,1995-01-14,rcardenas@empresa.net,CONTRATO TEMPORAL,Jacquelineburgh,Terri Jimenez DVM,James Moran,Salida,29.0,29,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
3,984899.0,502,MADRID,Taylor Mejia,Designer graphic,PORTUGAL,2021-10-13,2021-10-24,2022-01-12,75.0,Baja voluntaria del trabajador,Mujer,1997-11-22,grossmiranda@example.com,CONTRATO TEMPORAL,Aaronfurt,John Jones,Kelsey Richardson,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
154,984900.0,502,BARCELONA,James Valdez,Designer graphic,ESPAÑA,2021-10-13,2021-10-25,2022-01-12,75.0,Baja voluntaria del trabajador,Mujer,1998-11-27,gcardenas@empresa.com,CONTRATO TEMPORAL,Rayview,Sarah Steele,James Moran,Salida,25.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
259,984901.0,502,PONTEVEDRA,Danielle Tucker,Designer graphic,ESPAÑA,2021-10-13,2021-11-12,2022-01-12,72.5,Baja voluntaria del trabajador,Mujer,1997-07-03,emckinney@empresa.net,CONTRATO TEMPORAL,North Davidstad,Bailey Davis,Catherine Walker MD,Salida,26.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
4,984903.0,502,MADRID,Kim Beasley,Designer graphic,ITALIA,2021-10-14,2022-04-13,2022-04-13,95.0,Otros,Mujer,1997-09-03,greenbethany@example.net,CONTRATO TEMPORAL,Lake Tracyhaven,John Jones,Kelsey Richardson,Salida,26.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
238,984904.0,189,BARCELONA,Julie Hawkins DDS,Theatre manager,ESPAÑA,2021-10-14,2022-10-05,2023-09-17,100.0,Baja voluntaria del trabajador,Mujer,1990-03-15,kingjack@empresa.net,INDEFINIDO,Wardmouth,Darren Clark,James Moran,Salida,34.0,693,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
15,984905.0,502,MURCIA,Hannah Lawson,Designer graphic,ESPAÑA,2021-10-14,2022-01-13,2022-01-13,65.0,Otros,Mujer,1999-05-25,brownkarla@example.com,CONTRATO TEMPORAL,Danielburgh,Sara Parks,Kelsey Richardson,Salida,24.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 20 A 30 HORAS
283,984906.0,289,CORDOBA,Jillian Grant,Designer graphic,ESPAÑA,2021-10-14,2022-12-22,2023-09-17,50.0,Otros,Mujer,1998-12-01,michael74@empresa.com,INDEFINIDO,Port Monicafort,Janet Huang,Danielle Kim,Salida,25.0,693,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
224,984907.0,501,TENERIFE,Danielle French,Designer graphic,ESPAÑA,2021-10-14,2021-10-24,2022-01-13,75.0,Baja voluntaria del trabajador,Mujer,1987-10-21,zsmith@empresa.org,CONTRATO TEMPORAL,Lake Lisa,Daniel King,Danielle Kim,Salida,36.0,89,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
82,984908.0,501,SANTA CRUZ TENE,Derek Harris,Designer graphic,ESPAÑA,2021-10-14,2021-10-18,2022-01-13,50.0,Fin de contrato temporal,Mujer,1985-08-30,rriley@example.com,CONTRATO TEMPORAL,Samanthaland,Daniel King,Danielle Kim,Salida,38.0,89,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 15 A 20 HORAS
164,984909.0,502,VALENCIA,Courtney Martin,Designer graphic,ESPAÑA,2021-10-14,2021-10-24,2022-04-13,37.5,Baja voluntaria del trabajador,Mujer,2000-12-28,delacruzpamela@empresa.com,CONTRATO TEMPORAL,South Courtney,James Fletcher,Kelsey Richardson,Salida,23.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
800,984910.0,189,CACERES,Dennis Mcdowell,Equities trader,ESPAÑA,2021-10-18,2023-09-17,2023-09-17,100.0,Otros,Hombre,1990-01-06,smartinez@empresa.com,INDEFINIDO,,,,Activo,34.0,689,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
158,984911.0,501,SEVILLA,Christopher Hernandez,Designer graphic,ESPAÑA,2021-10-15,2021-10-29,2022-01-14,40.0,Baja voluntaria del trabajador,Mujer,1992-09-17,amy02@empresa.net,CONTRATO TEMPORAL,West Andrea,Laura Gutierrez,Danielle Kim,Salida,31.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
119,984912.0,501,HUELVA,Oscar Velez,Designer graphic,ESPAÑA,2021-10-15,2022-06-11,2022-07-14,62.5,Baja voluntaria del trabajador,Mujer,1988-11-30,porterdebra@empresa.net,CONTRATO TEMPORAL,Port Kevin,Laura Gutierrez,Danielle Kim,Salida,35.0,269,1.0,DE 1 A 2 AÑOS,MAYOR DE 35 AÑOS,CONTRATO DE 20 A 30 HORAS
132,984913.0,502,BARCELONA,Reginald Riley,Designer graphic,ESPAÑA,2021-10-18,2022-08-17,2022-08-17,50.0,Otros,Hombre,2002-10-27,jbarnett@empresa.com,CONTRATO TEMPORAL,Port Douglas,Darren Clark,James Moran,Salida,21.0,299,1.0,DE 1 A 2 AÑOS,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
247,984914.0,502,BARCELONA,Daniel Mcdaniel,Designer graphic,ESPAÑA,2021-10-18,2022-01-17,2022-01-17,75.0,Otros,Hombre,1993-06-18,ihogan@empresa.net,CONTRATO TEMPORAL,New Susanshire,Sarah Steele,James Moran,Salida,30.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
247,984915.0,502,BARCELONA,Alan Hall,Designer graphic,ESPAÑA,2021-10-18,2021-12-18,2022-01-17,75.0,Baja voluntaria del trabajador,Hombre,1999-06-08,laura40@empresa.com,CONTRATO TEMPORAL,New Susanshire,Sarah Steele,James Moran,Salida,24.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
87,984916.0,289,LLEIDA,John Castro,Designer graphic,ESPAÑA,2021-10-18,2023-09-02,2023-09-17,62.5,Baja voluntaria del trabajador,Mujer,1990-08-20,riceanthony@example.com,INDEFINIDO,Karenshire,Sarah Steele,James Moran,Salida,33.0,689,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
132,984917.0,502,BARCELONA,Mark Gonzalez,Designer graphic,ESPAÑA,2021-10-18,2022-01-17,2022-01-17,37.5,Otros,Hombre,1997-01-05,kimberly61@empresa.net,CONTRATO TEMPORAL,Port Douglas,Darren Clark,James Moran,Salida,27.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
285,984919.0,501,CADIZ,Dean Manning,Designer graphic,ESPAÑA,2021-10-18,2021-11-05,2022-01-17,75.0,Fin de contrato temporal,Hombre,1984-02-21,kristina59@empresa.com,CONTRATO TEMPORAL,West Richard,Nicole Allen,Danielle Kim,Salida,40.0,89,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
285,984920.0,501,CADIZ,Kimberly Burton,Designer graphic,ESPAÑA,2021-10-18,2022-04-17,2022-04-17,37.5,Otros,Mujer,1988-12-03,williamsteresa@empresa.org,CONTRATO TEMPORAL,West Richard,Nicole Allen,Danielle Kim,Salida,35.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 15 A 20 HORAS
285,984923.0,200,CADIZ,Paula Sims,Designer graphic,ESPAÑA,2023-06-16,2023-09-17,2023-09-17,82.5,Otros,Mujer,1997-07-15,danielglover@empresa.net,INDEFINIDO,West Richard,Nicole Allen,Danielle Kim,Activo,26.0,91,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
285,984924.0,501,CADIZ,Carrie Adams,Designer graphic,ESPAÑA,2021-10-18,2022-07-09,2022-10-17,62.5,Baja voluntaria del trabajador,Mujer,1993-03-29,xwebb@empresa.com,CONTRATO TEMPORAL,West Richard,Nicole Allen,Danielle Kim,Salida,30.0,359,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
285,984925.0,501,CADIZ,Yolanda Garcia,Designer graphic,ESPAÑA,2021-10-18,2022-04-17,2022-04-17,50.0,Otros,Mujer,1999-12-28,rosalesdavid@empresa.com,CONTRATO TEMPORAL,West Richard,Nicole Allen,Danielle Kim,Salida,24.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
57,984926.0,402,SALAMANCA,Donna Skinner,Special effects artist,ESPAÑA,2021-10-18,2021-12-10,2022-04-17,100.0,Baja voluntaria del trabajador,Mujer,1983-08-14,lutzdouglas@example.org,CONTRATO TEMPORAL,Lake Jeffreychester,Tiffany Frank,Catherine Walker MD,Salida,40.0,179,0.0,HASTA 3 MESES,MAYOR DE 35 AÑOS,CONTRATO DE 30 A 40 HORAS
53,984927.0,501,VALLADOLID,Shawn Guzman,Designer graphic,ESPAÑA,2021-10-18,2022-01-17,2022-01-17,50.0,Otros,Hombre,1993-05-31,dwaynesalas@example.org,CONTRATO TEMPORAL,Barretttown,Bradley Anderson,Catherine Walker MD,Salida,30.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
102,984928.0,502,BARCELONA,Jonathan Bauer,Designer graphic,ESPAÑA,2021-10-18,2022-04-17,2022-04-17,50.0,Otros,Mujer,2001-10-16,ykramer@example.org,CONTRATO TEMPORAL,Johnville,Sarah Steele,James Moran,Salida,22.0,179,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
82,984929.0,289,SANTA CRUZ TENE,Jacqueline Miller,Designer graphic,ARGENTINA,2021-10-18,2023-09-17,2023-09-17,90.0,Otros,Mujer,1996-04-19,henry45@example.net,INDEFINIDO,Samanthaland,Daniel King,Danielle Kim,Activo,27.0,689,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
35,984930.0,502,VALENCIA,Matthew Foster,Designer graphic,ESPAÑA,2021-10-18,2021-11-24,2022-01-17,60.0,Baja voluntaria del trabajador,Mujer,2001-04-27,zrodriguez@example.net,CONTRATO TEMPORAL,West Timothyland,Anthony Le,Kelsey Richardson,Salida,22.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 20 A 30 HORAS
102,984932.0,100,BARCELONA,Veronica Gentry,Theatre manager,ESPAÑA,2023-03-29,2023-09-17,2023-09-17,77.5,Otros,Mujer,2000-04-18,benjamin76@example.net,INDEFINIDO,Johnville,Sarah Steele,James Moran,Activo,23.0,168,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 30 A 40 HORAS
275,984933.0,501,TENERIFE,Clinton Stone,Designer graphic,ESPAÑA,2021-10-18,2021-10-24,2022-04-17,75.0,Baja voluntaria del trabajador,Hombre,1998-12-28,hholland@empresa.org,CONTRATO TEMPORAL,Powellberg,Daniel King,Danielle Kim,Salida,25.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
284,984934.0,502,VALENCIA,Tina Mills,Designer graphic,ESPAÑA,2021-10-18,2022-06-18,2022-10-17,30.0,Baja voluntaria del trabajador,Mujer,2002-08-14,michael08@empresa.org,CONTRATO TEMPORAL,South James,James Fletcher,Kelsey Richardson,Salida,21.0,359,1.0,DE 1 A 2 AÑOS,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
42,984935.0,502,MADRID,Sandra Adams,Designer graphic,ITALIA,2021-10-19,2022-04-04,2022-07-18,50.0,Baja voluntaria del trabajador,Mujer,1991-03-01,ryan75@example.com,CONTRATO TEMPORAL,South Cameronton,Jessica Hobbs,Catherine Walker MD,Salida,33.0,269,1.0,DE 1 A 2 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 15 A 20 HORAS
275,984936.0,501,TENERIFE,Mark Pitts,Designer graphic,ESPAÑA,2021-10-19,2021-12-09,2022-04-18,72.5,Baja voluntaria del trabajador,Hombre,1994-08-24,gibsonwilliam@empresa.org,CONTRATO TEMPORAL,Powellberg,Daniel King,Danielle Kim,Salida,29.0,179,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 20 A 30 HORAS
25,984937.0,289,ILLES BALEARS,Jenna Macias,Designer graphic,ESPAÑA,2021-10-21,2023-09-17,2023-09-17,75.0,Otros,Hombre,1996-01-03,cindymason@example.com,INDEFINIDO,Karenfort,Scott Reid,Kelsey Richardson,Activo,28.0,686,2.0,DE 2 A 3 AÑOS,ENTRE 25 Y 30 AÑOS,CONTRATO DE 30 A 40 HORAS
282,984939.0,189,CIUDAD REAL,Ronnie Hendricks,Theatre manager,ESPAÑA,2021-10-19,2023-09-17,2023-09-17,90.0,Otros,Mujer,1993-07-24,kimberly94@empresa.org,INDEFINIDO,Marymouth,Anthony Le,Kelsey Richardson,Activo,30.0,688,2.0,DE 2 A 3 AÑOS,ENTRE 30 Y 35 AÑOS,CONTRATO DE 30 A 40 HORAS
282,984940.0,501,CIUDAD REAL,Kaitlyn Vaughan,Designer graphic,ESPAÑA,2021-10-19,2022-01-18,2022-01-18,50.0,Otros,Mujer,1995-08-10,itorres@empresa.net,CONTRATO TEMPORAL,Marymouth,Anthony Le,Kelsey Richardson,Salida,28.0,89,0.0,HASTA 3 MESES,ENTRE 25 Y 30 AÑOS,CONTRATO DE 15 A 20 HORAS
259,984941.0,502,PONTEVEDRA,Daniel Orozco,Designer graphic,ESPAÑA,2021-10-19,2021-10-20,2022-01-18,57.5,Baja voluntaria del trabajador,Hombre,1993-03-20,cynthia62@empresa.com,CONTRATO TEMPORAL,North Davidstad,Bailey Davis,Catherine Walker MD,Salida,30.0,89,0.0,HASTA 3 MESES,ENTRE 30 Y 35 AÑOS,CONTRATO DE 20 A 30 HORAS
259,984942.0,502,PONTEVEDRA,Anna Perez,Designer graphic,RUMANIA,2021-10-19,2022-01-18,2022-01-18,72.5,Fin de contrato temporal,Mujer,2000-04-10,reyescarol@empresa.net,CONTRATO TEMPORAL,North Davidstad,Bailey Davis,Catherine Walker MD,Salida,23.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 20 A 30 HORAS
111,984943.0,502,ILLES BALEARS,Elizabeth Reid,Designer graphic,ESPAÑA,2021-10-21,2022-01-20,2022-01-20,25.0,Otros,Mujer,2001-03-05,fflores@empresa.org,CONTRATO TEMPORAL,Hullside,Scott Reid,Kelsey Richardson,Salida,23.0,89,0.0,HASTA 3 MESES,MENOR DE 25 AÑOS,CONTRATO DE 15 A 20 HORAS
